0.174,0.420,0.107,0.298
0.219,0.354,0.168,0.260
0.220,0.344,0.144,0.291
0.137,0.582,0.084,0.197
0.133,0.492,0.097,0.278
0.153,0.446,0.074,0.327
0.129,0.571,0.106,0.194
0.219,0.359,0.111,0.310
0.210,0.336,0.127,0.327
0.277,0.265,0.198,0.261
0.178,0.480,0.091,0.252
0.221,0.232,0.139,0.409
0.132,0.368,0.074,0.426
0.144,0.560,0.059,0.238
0.152,0.416,0.155,0.277
0.183,0.438,0.119,0.260
0.220,0.343,0.137,0.299
0.204,0.330,0.152,0.314
0.220,0.298,0.126,0.356
0.196,0.322,0.151,0.331
0.206,0.370,0.160,0.264
0.327,0.389,0.090,0.194
0.117,0.358,0.103,0.422
0.180,0.402,0.126,0.292
0.116,0.437,0.188,0.260
0.070,0.562,0.094,0.274
0.195,0.256,0.262,0.287
0.143,0.407,0.129,0.322
0.114,0.385,0.070,0.430
0.271,0.416,0.085,0.228
0.204,0.409,0.086,0.301
0.105,0.517,0.096,0.281
0.173,0.362,0.080,0.384
0.122,0.390,0.093,0.394
0.122,0.368,0.081,0.429
0.207,0.500,0.139,0.154
0.217,0.275,0.206,0.303
0.166,0.400,0.120,0.314
0.164,0.517,0.112,0.207
0.189,0.338,0.105,0.368
0.177,0.371,0.186,0.266
0.176,0.453,0.081,0.290
0.246,0.414,0.167,0.173
0.227,0.294,0.149,0.330
0.172,0.425,0.087,0.316
0.173,0.310,0.104,0.413
0.220,0.298,0.166,0.316
0.106,0.393,0.123,0.377
0.202,0.451,0.108,0.239
0.163,0.439,0.104,0.294
